max_strategy, risky_strategy, uniform_strategy, safe_strategy, min_strategy
1099, 829, 609, 762, 1000
2045, 1579, 788, 1534, 1000
680, 2251, 805, 1568, 1000
263, 1452, 1557, 1365, 1000
1105, 325, 1313, 1297, 1000
56, 612, 257, 702, 1000
501, 524, 944, 170, 1000
549, 3154, 718, 1332, 1000
847, 935, 1005, 664, 1000
423, 383, 1650, 1168, 1000
372, 1270, 1068, 357, 1000
542, 1034, 1026, 1048, 1000
72, 1349, 274, 928, 1000
1229, 899, 680, 1651, 1000
604, 573, 1176, 928, 1000
1825, 152, 406, 990, 1000
1633, 560, 543, 432, 1000
1841, 1181, 1262, 704, 1000
38, 87, 501, 986, 1000
1350, 237, 175, 539, 1000
1006, 319, 488, 2413, 1000
688, 154, 1066, 1366, 1000
2161, 392, 2207, 668, 1000
25, 970, 1304, 529, 1000
417, 714, 1483, 1391, 1000
279, 394, 555, 1497, 1000
2745, 461, 1095, 711, 1000
2650, 17, 613, 891, 1000
1762, 702, 1652, 1163, 1000
676, 1593, 916, 512, 1000
496, 1119, 690, 3042, 1000
428, 910, 1660, 1327, 1000
2314, 2333, 1319, 615, 1000
2014, 1485, 855, 588, 1000
95, 1367, 746, 561, 1000
721, 364, 486, 2136, 1000
1955, 465, 88, 1618, 1000
1996, 1192, 323, 558, 1000
63, 1987, 1144, 1479, 1000
73, 1872, 1212, 1351, 1000
485, 408, 1189, 1866, 1000
37, 2169, 1625, 893, 1000
1209, 940, 511, 916, 1000
485, 540, 1367, 904, 1000
198, 1887, 1599, 1130, 1000
480, 1510, 1368, 819, 1000
367, 780, 759, 2294, 1000
1030, 153, 1067, 671, 1000
77, 728, 1742, 327, 1000
2927, 382, 2684, 829, 1000
57, 529, 655, 1093, 1000
1966, 296, 322, 1055, 1000
2260, 584, 585, 1199, 1000
216, 1377, 159, 1341, 1000
380, 224, 675, 1094, 1000
58, 3728, 1186, 1164, 1000
268, 1952, 1166, 1288, 1000
201, 428, 1140, 520, 1000
882, 831, 469, 854, 1000
4239, 510, 368, 1085, 1000
206, 187, 155, 772, 1000
37, 472, 285, 2015, 1000
206, 606, 439, 362, 1000
615, 555, 691, 1519, 1000
3885, 230, 781, 656, 1000
1008, 2573, 404, 966, 1000
168, 97, 1085, 755, 1000
168, 973, 1061, 419, 1000
3914, 2022, 1319, 885, 1000
731, 537, 1029, 598, 1000
934, 3141, 1165, 1074, 1000
497, 296, 912, 549, 1000
380, 1660, 1171, 771, 1000
105, 1904, 1323, 1010, 1000
742, 326, 314, 344, 1000
471, 127, 459, 771, 1000
217, 2283, 338, 450, 1000
862, 729, 745, 1168, 1000
738, 325, 523, 269, 1000
2215, 558, 999, 1782, 1000
646, 40, 759, 342, 1000
677, 1067, 2931, 1729, 1000
623, 1008, 897, 647, 1000
716, 2070, 1695, 764, 1000
1923, 292, 1061, 2406, 1000
48, 3066, 1377, 821, 1000
78, 1330, 350, 839, 1000
650, 1474, 1415, 628, 1000
425, 1206, 1047, 1942, 1000
60, 357, 392, 790, 1000
803, 1250, 1140, 418, 1000
1705, 342, 1204, 1470, 1000
218, 1114, 412, 1157, 1000
284, 992, 108, 843, 1000
1126, 293, 1016, 1694, 1000
556, 771, 993, 1390, 1000
238, 1355, 278, 867, 1000
89, 1925, 1107, 697, 1000
199, 1998, 2131, 800, 1000
23, 683, 890, 1271, 1000
538, 2988, 617, 1676, 1000
323, 1505, 304, 800, 1000
560, 696, 1681, 1402, 1000
1316, 72, 1339, 792, 1000
922, 430, 229, 1181, 1000
1493, 1958, 1110, 944, 1000
2006, 486, 1471, 428, 1000
588, 782, 662, 1605, 1000
3, 269, 506, 1647, 1000
302, 1381, 595, 999, 1000
1140, 358, 646, 789, 1000
204, 913, 1812, 956, 1000
853, 1066, 1358, 1294, 1000
1686, 2523, 303, 1953, 1000
232, 623, 2287, 1472, 1000
700, 903, 1012, 565, 1000
179, 1575, 425, 1245, 1000
751, 771, 1435, 1099, 1000
392, 211, 1348, 711, 1000
103, 737, 951, 1050, 1000
1851, 1008, 2568, 785, 1000
1415, 271, 808, 1081, 1000
2686, 256, 706, 623, 1000
1835, 812, 370, 455, 1000
110, 862, 874, 976, 1000
978, 365, 172, 573, 1000
243, 478, 731, 878, 1000
1272, 1952, 674, 742, 1000
1142, 166, 520, 1106, 1000
855, 1257, 1354, 1690, 1000
149, 697, 384, 2260, 1000
591, 659, 927, 766, 1000
237, 616, 1271, 768, 1000
2851, 200, 593, 1033, 1000
629, 583, 1103, 1836, 1000
3142, 181, 1351, 1665, 1000
899, 510, 1267, 1228, 1000
1825, 1163, 535, 1099, 1000
8, 1130, 772, 672, 1000
2460, 504, 319, 652, 1000
191, 424, 801, 1229, 1000
1189, 1142, 1096, 1424, 1000
1, 1767, 666, 624, 1000
855, 227, 533, 1508, 1000
288, 1055, 298, 826, 1000
1708, 652, 1243, 883, 1000
1176, 1537, 543, 666, 1000
222, 503, 717, 1033, 1000
3064, 1268, 1797, 809, 1000
1188, 744, 1538, 1838, 1000
36, 767, 795, 844, 1000
1221, 2385, 1273, 764, 1000
1325, 885, 754, 1163, 1000
640, 367, 628, 436, 1000
24, 1389, 834, 1760, 1000
753, 1467, 1158, 925, 1000
42, 516, 973, 2120, 1000
447, 1294, 890, 1850, 1000
581, 316, 606, 1630, 1000
1616, 364, 114, 1173, 1000
354, 589, 1341, 1466, 1000
4049, 999, 795, 534, 1000
306, 1493, 1297, 814, 1000
965, 1515, 903, 715, 1000
463, 133, 830, 695, 1000
904, 921, 2195, 677, 1000
431, 494, 861, 1873, 1000
949, 1219, 753, 1028, 1000
1347, 1879, 323, 694, 1000
782, 989, 772, 1842, 1000
2062, 37, 735, 999, 1000
1175, 480, 444, 1213, 1000
1798, 784, 271, 615, 1000
2158, 594, 1021, 677, 1000
158, 3368, 1376, 823, 1000
1457, 620, 1665, 1302, 1000
519, 946, 864, 819, 1000
2146, 460, 569, 700, 1000
938, 1415, 1031, 477, 1000
233, 800, 474, 999, 1000
2, 655, 1452, 1290, 1000
82, 435, 626, 1183, 1000
2126, 452, 1573, 1804, 1000
769, 1374, 1376, 860, 1000
568, 964, 996, 977, 1000
3431, 1348, 830, 494, 1000
972, 25, 1526, 565, 1000
91, 753, 965, 934, 1000
713, 741, 992, 1433, 1000
2035, 1143, 127, 868, 1000
1473, 420, 1237, 562, 1000
104, 287, 1516, 828, 1000
516, 836, 751, 506, 1000
1072, 1313, 1146, 807, 1000
318, 997, 416, 951, 1000
761, 560, 976, 1116, 1000
528, 795, 762, 866, 1000
66, 337, 1562, 792, 1000
387, 1229, 655, 743, 1000
575, 2048, 543, 390, 1000
956, 1459, 2052, 1192, 1000
639, 927, 2483, 1256, 1000
310, 3073, 186, 1321, 1000
956, 973, 1874, 637, 1000
1027, 814, 572, 746, 1000
1976, 1218, 282, 772, 1000
770, 857, 969, 2275, 1000
565, 1163, 1263, 904, 1000
1981, 761, 982, 1692, 1000
373, 2711, 897, 1262, 1000
2085, 902, 853, 362, 1000
1808, 112, 1887, 901, 1000
1194, 915, 281, 1183, 1000
1390, 1483, 473, 567, 1000
27, 2262, 769, 610, 1000
1101, 1493, 2531, 324, 1000
1863, 943, 934, 1101, 1000
924, 276, 592, 614, 1000
1347, 594, 1517, 987, 1000
3183, 1790, 343, 1369, 1000
1878, 535, 1588, 779, 1000
1322, 609, 559, 1728, 1000
1143, 829, 1016, 1108, 1000
440, 948, 549, 766, 1000
953, 695, 1338, 918, 1000
84, 513, 706, 601, 1000
919, 1196, 519, 372, 1000
723, 3932, 2104, 1022, 1000
1, 752, 1491, 1097, 1000
1835, 1124, 1829, 439, 1000
594, 353, 956, 439, 1000
25, 1396, 1992, 349, 1000
2859, 319, 590, 1256, 1000
30, 1781, 1501, 638, 1000
830, 199, 2897, 577, 1000
233, 140, 904, 755, 1000
1729, 319, 782, 314, 1000
34, 525, 286, 740, 1000
283, 903, 1937, 948, 1000
495, 157, 571, 1469, 1000
22, 677, 1306, 1566, 1000
1098, 104, 1139, 1582, 1000
689, 215, 226, 1423, 1000
278, 436, 1675, 326, 1000
9, 1042, 1038, 514, 1000
50, 1385, 1600, 495, 1000
523, 436, 187, 1338, 1000
1142, 2047, 751, 801, 1000
3509, 1489, 445, 1403, 1000
763, 1158, 326, 773, 1000
1167, 536, 584, 2165, 1000
22, 1875, 360, 1296, 1000
825, 1951, 900, 347, 1000
359, 873, 278, 876, 1000
129, 1362, 652, 1183, 1000
967, 374, 1092, 1665, 1000
4041, 113, 1142, 276, 1000
213, 326, 1488, 1011, 1000
927, 1733, 1352, 1105, 1000
1258, 1155, 1133, 952, 1000
825, 659, 1847, 1525, 1000
549, 31, 1263, 520, 1000
420, 1169, 1795, 463, 1000
831, 1350, 1410, 1304, 1000
958, 1183, 679, 1307, 1000
111, 497, 267, 1048, 1000
201, 2789, 2443, 431, 1000
1669, 1181, 1250, 1236, 1000
4246, 1142, 575, 1237, 1000
2150, 140, 409, 324, 1000
2594, 594, 819, 694, 1000
103, 447, 242, 1318, 1000
203, 1462, 1130, 1171, 1000
1464, 1402, 534, 2343, 1000
1260, 871, 329, 363, 1000
74, 370, 302, 1366, 1000
1169, 239, 1749, 1180, 1000
1391, 94, 882, 907, 1000
1991, 195, 795, 928, 1000
536, 856, 251, 858, 1000
2341, 429, 809, 1118, 1000
1709, 329, 873, 1995, 1000
2401, 1834, 499, 862, 1000
2095, 1505, 572, 1050, 1000
1198, 761, 950, 1223, 1000
296, 484, 561, 853, 1000
976, 1108, 1657, 1710, 1000
257, 548, 1745, 1678, 1000
1406, 173, 2004, 1061, 1000
2547, 831, 736, 815, 1000
468, 357, 1187, 385, 1000
24, 517, 1630, 1067, 1000
603, 552, 678, 1197, 1000
151, 2224, 1535, 851, 1000
192, 317, 500, 1789, 1000
25, 72, 1213, 1352, 1000
698, 595, 1480, 1633, 1000
1730, 1173, 560, 617, 1000
1018, 233, 839, 786, 1000
1830, 843, 1419, 1493, 1000
1172, 519, 709, 825, 1000
626, 246, 717, 1470, 1000
494, 2296, 1801, 1562, 1000
295, 940, 1047, 1138, 1000
277, 1258, 1103, 1021, 1000
408, 1052, 928, 1145, 1000
523, 322, 1705, 572, 1000
835, 1108, 650, 1830, 1000
3927, 491, 1091, 520, 1000
1002, 1644, 1047, 1047, 1000
571, 1097, 900, 679, 1000
400, 1990, 1463, 809, 1000
1404, 1143, 1264, 356, 1000
281, 613, 965, 913, 1000
323, 1038, 1169, 700, 1000
3538, 1036, 154, 1061, 1000
424, 734, 1119, 694, 1000
1819, 753, 1487, 1192, 1000
142, 302, 1261, 1404, 1000
2524, 175, 941, 253, 1000
191, 1480, 793, 1512, 1000
301, 1231, 363, 480, 1000
2228, 508, 316, 365, 1000
651, 280, 669, 885, 1000
2817, 1501, 1229, 810, 1000
2894, 1449, 774, 1338, 1000
1690, 1997, 1141, 1597, 1000
272, 595, 241, 650, 1000
1290, 641, 241, 1235, 1000
451, 3732, 571, 1405, 1000
185, 72, 331, 1009, 1000
1769, 1454, 305, 1169, 1000
619, 2283, 2396, 1050, 1000
1541, 1273, 863, 801, 1000
1857, 486, 678, 443, 1000
643, 1218, 675, 802, 1000
981, 876, 1300, 1290, 1000
988, 703, 358, 887, 1000
2386, 1128, 769, 1006, 1000
759, 1644, 1060, 1117, 1000
2129, 3478, 2941, 529, 1000
1761, 1715, 780, 2212, 1000
725, 426, 1586, 1415, 1000
754, 936, 686, 1623, 1000
1164, 793, 519, 753, 1000
93, 538, 750, 812, 1000
303, 285, 326, 442, 1000
2822, 1024, 1715, 831, 1000
2352, 2326, 690, 949, 1000
3109, 1906, 265, 997, 1000
333, 375, 1287, 601, 1000
159, 728, 1201, 682, 1000
426, 225, 1616, 1451, 1000
501, 1359, 244, 1112, 1000
424, 570, 1104, 658, 1000
5042, 1816, 419, 1356, 1000
498, 1130, 727, 1177, 1000
692, 1970, 307, 1418, 1000
1810, 2178, 1557, 426, 1000
116, 1503, 1013, 1120, 1000
2630, 480, 1269, 1681, 1000
288, 2028, 217, 1618, 1000
626, 1208, 1610, 605, 1000
3166, 1304, 780, 785, 1000
3096, 2425, 887, 800, 1000
55, 1429, 539, 464, 1000
1993, 259, 933, 1181, 1000
269, 1662, 487, 1386, 1000
384, 3242, 2005, 1285, 1000
1035, 716, 407, 2544, 1000
110, 306, 1812, 1259, 1000
265, 557, 726, 1472, 1000
20, 1135, 988, 1111, 1000
285, 447, 299, 700, 1000
1028, 536, 461, 608, 1000
217, 1434, 1005, 928, 1000
16, 1538, 354, 790, 1000
1149, 886, 987, 329, 1000
163, 422, 1263, 1729, 1000
2276, 235, 530, 557, 1000
379, 382, 1052, 1336, 1000
686, 440, 1185, 1653, 1000
999, 1184, 1173, 459, 1000
935, 1225, 645, 868, 1000
868, 713, 713, 1821, 1000
204, 748, 2406, 1333, 1000
1051, 830, 480, 1762, 1000
406, 58, 1501, 795, 1000
1774, 1089, 537, 644, 1000
879, 1321, 649, 550, 1000
477, 501, 411, 1062, 1000
206, 233, 1246, 843, 1000
261, 3494, 554, 2005, 1000
4634, 2231, 1202, 960, 1000
107, 4115, 752, 1178, 1000
928, 404, 1299, 1847, 1000
300, 1286, 149, 974, 1000
200, 451, 960, 642, 1000
61, 452, 1171, 1075, 1000
3017, 1975, 1080, 789, 1000
225, 2096, 1614, 910, 1000
418, 272, 1556, 1276, 1000
1465, 160, 432, 439, 1000
116, 4315, 930, 1132, 1000
337, 969, 367, 1423, 1000
815, 1519, 776, 973, 1000
4173, 1528, 1149, 814, 1000
1790, 425, 414, 842, 1000
965, 227, 135, 1006, 1000
1236, 2829, 605, 884, 1000
999, 1363, 1168, 1122, 1000
2462, 1804, 823, 579, 1000
1928, 1897, 455, 1326, 1000
559, 930, 1611, 1929, 1000
576, 371, 2573, 1098, 1000
1179, 849, 869, 1814, 1000
3895, 227, 538, 1676, 1000
775, 1061, 1053, 1032, 1000
820, 559, 1452, 1160, 1000
48, 355, 2312, 1385, 1000
360, 120, 1222, 674, 1000
246, 1045, 560, 130, 1000
842, 756, 864, 280, 1000
3135, 887, 856, 608, 1000
333, 2200, 711, 663, 1000
486, 789, 607, 715, 1000
1099, 137, 867, 1160, 1000
33, 125, 3520, 1671, 1000
87, 1285, 767, 1654, 1000
1649, 208, 2093, 346, 1000
2481, 86, 587, 1375, 1000
1649, 538, 307, 426, 1000
3134, 741, 1426, 866, 1000
139, 998, 1585, 445, 1000
174, 1118, 1287, 1389, 1000
1667, 1622, 803, 1146, 1000
1088, 1339, 2412, 466, 1000
3118, 1749, 598, 634, 1000
137, 2103, 321, 1245, 1000
927, 803, 764, 683, 1000
46, 808, 870, 1207, 1000
1844, 1249, 810, 1518, 1000
199, 855, 455, 1001, 1000
494, 710, 724, 731, 1000
7510, 677, 404, 468, 1000
931, 751, 827, 137, 1000
1833, 819, 1591, 2448, 1000
818, 2102, 1259, 1633, 1000
647, 414, 1736, 1151, 1000
81, 654, 973, 1373, 1000
77, 1982, 1006, 1716, 1000
3117, 2080, 1139, 1265, 1000
1063, 2955, 2759, 979, 1000
246, 1098, 597, 1482, 1000
1119, 766, 883, 1020, 1000
612, 329, 260, 1127, 1000
3378, 773, 929, 898, 1000
1713, 1398, 1372, 589, 1000
2277, 323, 1650, 1583, 1000
4038, 393, 1447, 1306, 1000
302, 1694, 869, 1630, 1000
666, 776, 264, 536, 1000
27, 1848, 766, 632, 1000
766, 706, 800, 379, 1000
214, 1160, 170, 874, 1000
1128, 1245, 59, 1150, 1000
50, 758, 222, 1629, 1000
2086, 1782, 542, 2203, 1000
56, 783, 1607, 938, 1000
455, 628, 1040, 716, 1000
1378, 449, 827, 506, 1000
1590, 831, 1644, 531, 1000
1035, 383, 799, 722, 1000
1635, 900, 659, 612, 1000
162, 764, 609, 762, 1000
706, 3649, 414, 865, 1000
795, 621, 525, 1182, 1000
1916, 324, 608, 1233, 1000
120, 751, 974, 1196, 1000
847, 3182, 936, 446, 1000
117, 601, 1645, 1469, 1000
263, 1424, 640, 335, 1000
535, 464, 1642, 1345, 1000
3060, 1001, 1094, 1462, 1000
436, 383, 440, 638, 1000
426, 182, 1130, 1152, 1000
435, 970, 1635, 617, 1000
2011, 898, 1780, 680, 1000
1035, 384, 1088, 1381, 1000
376, 1657, 1165, 1176, 1000
297, 1127, 960, 666, 1000
283, 1906, 980, 1032, 1000
1384, 602, 765, 742, 1000
2122, 1426, 1042, 600, 1000
372, 513, 1898, 1138, 1000
474, 390, 1051, 1519, 1000
2261, 909, 1298, 1327, 1000
149, 1736, 1555, 1529, 1000
1344, 29, 1707, 833, 1000
848, 229, 569, 579, 1000
187, 362, 831, 153, 1000
409, 1163, 1730, 868, 1000
4058, 1908, 1587, 1524, 1000
1682, 1030, 854, 843, 1000
595, 512, 351, 741, 1000
1497, 628, 1906, 1104, 1000
546, 1577, 1940, 491, 1000
763, 835, 637, 1031, 1000
1223, 1272, 677, 245, 1000
1676, 1634, 792, 1421, 1000
438, 390, 495, 717, 1000
1136, 738, 2826, 558, 1000
281, 373, 1506, 680, 1000
63, 1151, 734, 579, 1000
2266, 944, 463, 1262, 1000
999, 626, 405, 1334, 1000
259, 444, 1463, 279, 1000
100, 1063, 544, 647, 1000
1965, 274, 590, 369, 1000
191, 1831, 1443, 357, 1000
259, 1179, 1398, 433, 1000
2120, 1549, 436, 1369, 1000
537, 1274, 618, 640, 1000
711, 570, 1634, 1119, 1000
1015, 1084, 1098, 1189, 1000
151, 297, 1175, 573, 1000
430, 1032, 1449, 361, 1000
729, 554, 2395, 885, 1000
1162, 819, 1919, 1601, 1000
349, 2302, 1276, 947, 1000
103, 98, 85, 968, 1000
1734, 1164, 545, 1174, 1000
141, 840, 1166, 1011, 1000
469, 2006, 677, 542, 1000
340, 360, 320, 1054, 1000
282, 430, 1039, 1394, 1000
398, 1151, 980, 1536, 1000
600, 523, 1081, 450, 1000
794, 1932, 656, 971, 1000
2409, 1149, 1927, 306, 1000
1123, 1389, 382, 923, 1000
2061, 1121, 709, 700, 1000
595, 258, 1637, 677, 1000
109, 478, 1551, 725, 1000
1633, 2560, 400, 1073, 1000
399, 732, 640, 958, 1000
376, 473, 484, 1246, 1000
263, 717, 557, 535, 1000
1044, 1235, 70, 791, 1000
298, 797, 1134, 1473, 1000
6, 1077, 798, 437, 1000
390, 1551, 1043, 1098, 1000
771, 339, 1080, 1385, 1000
429, 327, 1301, 1633, 1000
695, 2040, 479, 1518, 1000
586, 3651, 670, 2254, 1000
554, 1016, 632, 1167, 1000
1150, 1122, 1157, 611, 1000
40, 1760, 376, 812, 1000
2540, 396, 1003, 831, 1000
1761, 2823, 1494, 735, 1000
2107, 164, 2243, 789, 1000
770, 584, 176, 1780, 1000
2574, 984, 876, 492, 1000
417, 2896, 2105, 1249, 1000
92, 1330, 1089, 672, 1000
305, 661, 1163, 646, 1000
3535, 538, 763, 1836, 1000
418, 816, 463, 1050, 1000
617, 1143, 1769, 2000, 1000
5138, 1601, 414, 809, 1000
1237, 312, 1181, 1731, 1000
40, 2550, 415, 486, 1000
1015, 288, 1675, 1024, 1000
712, 797, 306, 1266, 1000
361, 412, 618, 1477, 1000
3021, 1767, 435, 237, 1000
1708, 1141, 873, 635, 1000
429, 1094, 2555, 1069, 1000
336, 1667, 142, 508, 1000
1099, 4136, 1116, 905, 1000
442, 1839, 793, 484, 1000
426, 1846, 492, 1361, 1000
151, 1631, 1581, 406, 1000
463, 91, 1269, 1184, 1000
1825, 1181, 849, 340, 1000
1158, 1622, 1111, 900, 1000
363, 722, 741, 705, 1000
1202, 482, 247, 392, 1000
91, 1006, 400, 1122, 1000
20, 810, 977, 692, 1000
284, 757, 1065, 1795, 1000
582, 2340, 817, 1304, 1000
2884, 1267, 693, 646, 1000
1563, 1723, 1157, 995, 1000
867, 256, 1249, 750, 1000
32, 323, 838, 594, 1000
2005, 424, 1980, 1977, 1000
342, 540, 1827, 311, 1000
3203, 1956, 1195, 1050, 1000
224, 965, 1690, 605, 1000
323, 1223, 912, 1371, 1000
637, 1672, 1031, 828, 1000
5, 368, 1051, 1025, 1000
614, 180, 1526, 346, 1000
705, 1023, 1061, 550, 1000
695, 1266, 208, 924, 1000
435, 267, 1192, 1055, 1000
458, 242, 914, 787, 1000
548, 622, 803, 1296, 1000
721, 187, 943, 791, 1000
984, 645, 320, 1478, 1000
2967, 1552, 290, 521, 1000
2250, 906, 313, 1254, 1000
2285, 654, 909, 1287, 1000
654, 858, 1445, 1427, 1000
3443, 693, 587, 1559, 1000
1271, 1563, 1809, 808, 1000
648, 275, 548, 1300, 1000
267, 786, 869, 1117, 1000
2782, 1080, 286, 704, 1000
519, 1821, 712, 975, 1000
955, 270, 1880, 790, 1000
246, 456, 462, 735, 1000
1743, 1002, 2042, 985, 1000
1235, 1548, 446, 1257, 1000
837, 885, 921, 805, 1000
926, 200, 646, 1858, 1000
2609, 1259, 931, 541, 1000
829, 333, 332, 689, 1000
172, 343, 751, 549, 1000
246, 363, 712, 914, 1000
322, 609, 1223, 1276, 1000
759, 798, 936, 653, 1000
27, 232, 278, 579, 1000
1303, 939, 948, 859, 1000
681, 410, 1358, 883, 1000
272, 347, 1161, 1233, 1000
405, 1200, 1030, 1453, 1000
1608, 928, 1010, 979, 1000
1557, 1386, 451, 592, 1000
423, 2553, 640, 964, 1000
1633, 865, 1346, 1010, 1000
402, 1289, 868, 728, 1000
1055, 747, 501, 430, 1000
69, 603, 355, 855, 1000
243, 280, 445, 1042, 1000
1195, 1007, 940, 1192, 1000
40, 1064, 649, 698, 1000
1511, 1483, 780, 935, 1000
1332, 417, 1203, 908, 1000
88, 1128, 953, 1562, 1000
194, 2967, 1778, 1641, 1000
494, 2595, 1244, 899, 1000
16, 1463, 1024, 1164, 1000
582, 1643, 1627, 654, 1000
365, 1154, 622, 1084, 1000
1574, 1403, 873, 772, 1000
1442, 1356, 220, 764, 1000
568, 483, 2531, 561, 1000
484, 1457, 796, 1543, 1000
6452, 2677, 794, 1581, 1000
1980, 2315, 277, 529, 1000
240, 1976, 1009, 937, 1000
825, 502, 369, 953, 1000
733, 591, 369, 1452, 1000
341, 482, 384, 842, 1000
706, 3184, 808, 1100, 1000
387, 259, 657, 592, 1000
1286, 955, 746, 717, 1000
186, 1183, 177, 305, 1000
583, 1983, 319, 575, 1000
2, 1118, 1161, 949, 1000
1433, 1358, 2641, 732, 1000
185, 1163, 1323, 1673, 1000
530, 881, 1517, 630, 1000
2425, 843, 879, 1326, 1000
3190, 1274, 1157, 842, 1000
683, 1239, 587, 375, 1000
2407, 293, 1827, 1238, 1000
5985, 1059, 1033, 359, 1000
1265, 845, 1186, 1048, 1000
4477, 1899, 836, 719, 1000
157, 571, 1729, 2548, 1000
268, 401, 1057, 985, 1000
1656, 381, 1192, 1090, 1000
1547, 47, 777, 510, 1000
275, 1626, 1201, 377, 1000
402, 1254, 1518, 567, 1000
1221, 733, 831, 249, 1000
1660, 906, 2528, 1569, 1000
2613, 269, 816, 715, 1000
516, 699, 1044, 2224, 1000
1185, 1525, 661, 467, 1000
1248, 343, 309, 733, 1000
1129, 1058, 1452, 465, 1000
432, 291, 1196, 983, 1000
573, 796, 1088, 365, 1000
354, 1736, 551, 1403, 1000
1004, 301, 215, 1549, 1000
1408, 1033, 2350, 1016, 1000
134, 680, 307, 901, 1000
3511, 980, 1037, 956, 1000
926, 1499, 1056, 543, 1000
264, 2050, 1202, 1105, 1000
523, 131, 280, 1334, 1000
381, 842, 1454, 1267, 1000
2499, 1458, 1469, 1502, 1000
1747, 1006, 898, 1425, 1000
738, 959, 1681, 1127, 1000
275, 1546, 846, 576, 1000
169, 472, 523, 2000, 1000
1421, 1441, 2519, 1227, 1000
191, 2779, 1791, 1324, 1000
99, 383, 2226, 766, 1000
217, 1010, 667, 832, 1000
11, 1193, 842, 416, 1000
2368, 222, 756, 1267, 1000
19, 154, 583, 1553, 1000
405, 151, 340, 1092, 1000
945, 101, 60, 644, 1000
3343, 905, 268, 859, 1000
33, 1002, 1998, 415, 1000
726, 1117, 1303, 1443, 1000
1443, 821, 2334, 991, 1000
491, 1355, 388, 1612, 1000
896, 434, 491, 651, 1000
434, 874, 754, 843, 1000
2238, 1301, 889, 1439, 1000
46, 851, 1437, 415, 1000
2702, 1146, 940, 1967, 1000
2270, 1595, 1069, 153, 1000
636, 2386, 1163, 803, 1000
90, 1128, 2481, 603, 1000
1601, 377, 864, 936, 1000
732, 1437, 1375, 231, 1000
657, 356, 2051, 1080, 1000
2093, 763, 823, 289, 1000
373, 144, 337, 847, 1000
587, 2232, 258, 767, 1000
253, 1299, 1553, 1086, 1000
375, 1344, 522, 1025, 1000
690, 1211, 270, 480, 1000
1767, 1483, 1017, 1486, 1000
38, 1177, 811, 735, 1000
642, 342, 1365, 980, 1000
554, 829, 938, 371, 1000
524, 1604, 113, 1909, 1000
1073, 1298, 1468, 428, 1000
810, 614, 1698, 947, 1000
67, 799, 962, 1148, 1000
193, 1451, 886, 1009, 1000
233, 1638, 595, 675, 1000
950, 1484, 943, 1219, 1000
646, 1258, 1071, 476, 1000
44, 960, 1675, 1454, 1000
29, 1008, 1357, 749, 1000
389, 985, 898, 900, 1000
273, 48, 1212, 961, 1000
346, 1801, 200, 1925, 1000
309, 942, 1288, 727, 1000
76, 1382, 397, 990, 1000
192, 161, 421, 584, 1000
1760, 1032, 1256, 917, 1000
197, 757, 334, 1267, 1000
734, 705, 903, 704, 1000
456, 975, 1583, 1507, 1000
464, 1363, 1277, 1273, 1000
670, 557, 1610, 494, 1000
3361, 1042, 952, 396, 1000
1995, 2053, 1030, 1273, 1000
639, 1350, 472, 1916, 1000
1665, 254, 1421, 704, 1000
107, 1267, 1633, 744, 1000
397, 992, 1290, 666, 1000
1955, 939, 1021, 1164, 1000
108, 2328, 935, 1255, 1000
436, 372, 614, 894, 1000
491, 1432, 338, 957, 1000
2832, 960, 667, 1228, 1000
91, 989, 1624, 904, 1000
116, 854, 501, 269, 1000
593, 1105, 952, 1467, 1000
987, 995, 328, 1759, 1000
3048, 681, 79, 667, 1000
1008, 552, 1058, 1954, 1000
575, 1011, 985, 795, 1000
2930, 556, 1531, 413, 1000
1935, 807, 615, 974, 1000
423, 1226, 2024, 397, 1000
587, 2076, 1576, 1198, 1000
564, 802, 1461, 1252, 1000
327, 603, 623, 815, 1000
752, 1006, 322, 766, 1000
564, 1151, 1940, 1598, 1000
428, 521, 907, 955, 1000
572, 1007, 666, 948, 1000
1548, 627, 799, 643, 1000
315, 2256, 922, 1035, 1000
154, 1299, 2761, 1163, 1000
2042, 297, 874, 837, 1000
1440, 700, 536, 608, 1000
3009, 590, 1160, 732, 1000
261, 292, 1860, 826, 1000
126, 1014, 941, 1627, 1000
75, 996, 2069, 1536, 1000
668, 441, 155, 736, 1000
160, 860, 1094, 1172, 1000
452, 1597, 365, 559, 1000
1145, 2257, 503, 1227, 1000
912, 363, 815, 1151, 1000
4276, 177, 929, 774, 1000
1452, 1949, 836, 723, 1000
1051, 588, 132, 1732, 1000
1080, 3464, 904, 1012, 1000
13, 316, 1370, 591, 1000
1717, 906, 1058, 626, 1000
285, 301, 330, 655, 1000
7, 1292, 345, 1310, 1000
572, 471, 1322, 633, 1000
107, 138, 1846, 879, 1000
341, 327, 1547, 605, 1000
12, 726, 1528, 692, 1000
376, 1492, 643, 1513, 1000
750, 1586, 1524, 235, 1000
1214, 933, 664, 852, 1000
238, 1464, 781, 637, 1000
3205, 582, 766, 1903, 1000
473, 646, 1480, 1714, 1000
644, 380, 791, 771, 1000
207, 778, 462, 1321, 1000
486, 596, 330, 1125, 1000
1518, 870, 1097, 746, 1000
31, 999, 37, 922, 1000
499, 2803, 1796, 949, 1000
1089, 834, 984, 1406, 1000
58, 439, 488, 845, 1000
194, 1443, 818, 1368, 1000
