max_strategy, risky_strategy, uniform_strategy, safe_strategy, min_strategy
546, 591, 319, 916, 1000
771, 497, 193, 250, 1000
1202, 2403, 895, 868, 1000
455, 807, 927, 523, 1000
2487, 668, 986, 1152, 1000
324, 330, 628, 536, 1000
182, 758, 473, 1283, 1000
334, 2241, 1267, 1259, 1000
621, 583, 445, 442, 1000
127, 254, 418, 1319, 1000
2801, 1143, 1426, 858, 1000
1707, 811, 481, 854, 1000
2822, 375, 271, 2230, 1000
1765, 655, 222, 949, 1000
912, 210, 1995, 915, 1000
559, 2119, 989, 475, 1000
1250, 390, 425, 816, 1000
1240, 1597, 484, 768, 1000
704, 620, 1065, 1315, 1000
1018, 705, 786, 243, 1000
2494, 2061, 1093, 608, 1000
710, 358, 879, 937, 1000
744, 2085, 1262, 663, 1000
28, 2047, 5, 466, 1000
916, 2482, 399, 429, 1000
5497, 1317, 556, 1782, 1000
148, 499, 407, 1136, 1000
856, 1335, 477, 1371, 1000
1943, 1267, 1945, 814, 1000
460, 101, 2082, 1765, 1000
958, 236, 182, 804, 1000
1646, 755, 1342, 1634, 1000
144, 372, 519, 791, 1000
1954, 392, 262, 1551, 1000
218, 1529, 1416, 2523, 1000
509, 1776, 1423, 2022, 1000
234, 338, 651, 188, 1000
315, 377, 365, 1763, 1000
1142, 1227, 1196, 1662, 1000
634, 656, 1046, 1591, 1000
1912, 1676, 1303, 461, 1000
175, 557, 214, 1016, 1000
1634, 2423, 895, 851, 1000
317, 918, 622, 1784, 1000
1044, 1351, 950, 987, 1000
701, 995, 2319, 1274, 1000
47, 1537, 139, 857, 1000
3073, 468, 695, 528, 1000
2034, 878, 458, 1119, 1000
2262, 1445, 1200, 528, 1000
581, 1221, 676, 822, 1000
2654, 824, 1015, 1113, 1000
2392, 1066, 1024, 556, 1000
5082, 573, 1152, 680, 1000
671, 118, 1276, 244, 1000
151, 2513, 1338, 1359, 1000
61, 300, 1219, 2249, 1000
1455, 765, 452, 1167, 1000
220, 1511, 649, 1141, 1000
2480, 604, 549, 1532, 1000
309, 1768, 739, 1016, 1000
543, 215, 804, 709, 1000
82, 850, 742, 567, 1000
423, 1492, 1731, 903, 1000
122, 2615, 431, 1794, 1000
2093, 705, 389, 688, 1000
924, 544, 571, 1404, 1000
138, 2037, 1122, 862, 1000
2758, 886, 185, 1595, 1000
807, 1485, 291, 562, 1000
1624, 3920, 899, 1351, 1000
753, 793, 1916, 1474, 1000
936, 1277, 1533, 1376, 1000
270, 182, 503, 1333, 1000
776, 2331, 774, 825, 1000
235, 1305, 1030, 808, 1000
1887, 1408, 191, 914, 1000
275, 1458, 1495, 661, 1000
1803, 2135, 514, 1111, 1000
293, 811, 1351, 910, 1000
69, 781, 341, 1056, 1000
1963, 1109, 1155, 1195, 1000
33, 709, 528, 1080, 1000
1232, 597, 279, 1281, 1000
3363, 804, 1427, 1561, 1000
643, 1102, 509, 1506, 1000
3677, 302, 1029, 1039, 1000
1509, 842, 1200, 735, 1000
1131, 2419, 418, 1098, 1000
206, 211, 776, 860, 1000
424, 383, 333, 1940, 1000
4142, 860, 1227, 952, 1000
1029, 845, 694, 310, 1000
1506, 800, 1715, 1613, 1000
2580, 779, 2224, 1269, 1000
647, 747, 850, 920, 1000
122, 1535, 564, 268, 1000
240, 1305, 636, 1090, 1000
71, 2313, 1022, 1352, 1000
278, 1051, 834, 1358, 1000
24, 628, 1735, 1014, 1000
924, 279, 901, 673, 1000
748, 424, 886, 1347, 1000
1126, 1902, 1116, 1361, 1000
1692, 1332, 29, 1197, 1000
500, 1053, 1806, 979, 1000
599, 766, 1277, 600, 1000
2377, 148, 993, 1757, 1000
661, 522, 704, 493, 1000
422, 694, 258, 395, 1000
1828, 726, 540, 634, 1000
866, 1288, 1129, 1258, 1000
459, 70, 286, 942, 1000
395, 582, 1339, 682, 1000
147, 1130, 813, 615, 1000
608, 1300, 1311, 1517, 1000
765, 1403, 1243, 855, 1000
3006, 2145, 768, 594, 1000
1857, 408, 688, 1208, 1000
466, 462, 789, 499, 1000
206, 2059, 1261, 1972, 1000
461, 184, 2700, 415, 1000
233, 2352, 2301, 724, 1000
1586, 619, 1279, 1255, 1000
1296, 1288, 809, 1486, 1000
1086, 670, 304, 671, 1000
6, 1407, 189, 669, 1000
480, 931, 1881, 615, 1000
1438, 1898, 818, 1216, 1000
47, 1270, 1063, 664, 1000
4723, 500, 905, 919, 1000
81, 1458, 1018, 2495, 1000
346, 122, 480, 1669, 1000
80, 1204, 1136, 1001, 1000
304, 188, 482, 525, 1000
17, 1094, 692, 1644, 1000
1854, 85, 1256, 403, 1000
211, 850, 561, 682, 1000
262, 357, 710, 1562, 1000
111, 1729, 1783, 1259, 1000
1271, 218, 2091, 1946, 1000
94, 1292, 1306, 297, 1000
1143, 2967, 2111, 587, 1000
4851, 1318, 1282, 2066, 1000
660, 527, 904, 863, 1000
1470, 1065, 1499, 1114, 1000
1153, 2048, 947, 665, 1000
527, 2542, 1006, 811, 1000
1273, 881, 2162, 1101, 1000
975, 547, 1660, 1128, 1000
81, 993, 947, 977, 1000
1310, 1218, 971, 1005, 1000
400, 1018, 1336, 1020, 1000
1333, 2773, 1255, 836, 1000
1556, 2149, 1383, 1199, 1000
1772, 594, 1525, 759, 1000
398, 1500, 1286, 1702, 1000
85, 2097, 909, 1989, 1000
367, 827, 323, 513, 1000
93, 2176, 919, 1282, 1000
1170, 1363, 1432, 1468, 1000
2531, 263, 611, 1247, 1000
1676, 1965, 630, 406, 1000
2870, 813, 345, 1548, 1000
1700, 1062, 1692, 1162, 1000
713, 716, 797, 409, 1000
627, 2011, 1372, 721, 1000
667, 587, 556, 1461, 1000
1162, 1764, 1495, 504, 1000
1374, 1296, 376, 738, 1000
63, 624, 2118, 1554, 1000
150, 1238, 1796, 805, 1000
1903, 1669, 1163, 368, 1000
297, 840, 691, 1186, 1000
95, 877, 1772, 1136, 1000
195, 131, 401, 869, 1000
3, 368, 1105, 1436, 1000
1869, 807, 529, 198, 1000
630, 603, 875, 558, 1000
1057, 1655, 1480, 752, 1000
301, 1652, 476, 593, 1000
2016, 3330, 697, 815, 1000
387, 1491, 911, 560, 1000
63, 1372, 982, 942, 1000
455, 199, 685, 785, 1000
171, 1274, 593, 1589, 1000
1164, 110, 593, 468, 1000
906, 2096, 1677, 402, 1000
290, 893, 1288, 776, 1000
304, 676, 965, 899, 1000
899, 524, 594, 598, 1000
1876, 1402, 1065, 927, 1000
1660, 1727, 397, 1334, 1000
219, 873, 1734, 604, 1000
1708, 1889, 1245, 903, 1000
102, 830, 1492, 1048, 1000
1001, 663, 1672, 1159, 1000
84, 1803, 977, 573, 1000
1145, 262, 1468, 1516, 1000
1389, 418, 945, 2144, 1000
293, 953, 683, 1413, 1000
2326, 1267, 390, 888, 1000
310, 2358, 1605, 941, 1000
2431, 710, 226, 1650, 1000
267, 1392, 650, 1071, 1000
716, 1910, 1634, 1913, 1000
450, 1703, 908, 1966, 1000
2564, 594, 924, 773, 1000
777, 90, 1532, 1542, 1000
906, 1380, 1276, 977, 1000
342, 795, 837, 869, 1000
21, 557, 701, 667, 1000
1371, 1105, 1283, 1303, 1000
1161, 2075, 719, 1591, 1000
568, 829, 240, 1481, 1000
2613, 256, 496, 889, 1000
2816, 1326, 748, 868, 1000
1036, 1238, 631, 499, 1000
812, 550, 1321, 1230, 1000
4138, 1696, 1307, 196, 1000
1081, 1024, 323, 1132, 1000
2418, 182, 1990, 1135, 1000
179, 1151, 433, 942, 1000
301, 124, 1082, 834, 1000
235, 767, 1481, 729, 1000
374, 482, 2068, 1115, 1000
1062, 1371, 342, 800, 1000
660, 401, 580, 1804, 1000
1544, 1638, 524, 1069, 1000
719, 350, 444, 819, 1000
203, 495, 1270, 1064, 1000
5014, 593, 1441, 1278, 1000
518, 910, 2453, 920, 1000
424, 815, 701, 865, 1000
402, 581, 846, 1453, 1000
1408, 180, 385, 833, 1000
508, 1173, 478, 587, 1000
465, 3910, 1934, 1648, 1000
2492, 1279, 2081, 464, 1000
947, 244, 487, 908, 1000
938, 565, 742, 646, 1000
816, 178, 761, 1116, 1000
321, 1097, 363, 736, 1000
1638, 1514, 435, 324, 1000
1027, 600, 1014, 1051, 1000
799, 1061, 1798, 1663, 1000
1177, 427, 568, 756, 1000
2465, 1920, 548, 1575, 1000
1418, 1120, 477, 1332, 1000
187, 619, 2080, 587, 1000
248, 378, 994, 542, 1000
507, 617, 2320, 1303, 1000
69, 890, 1743, 1475, 1000
2850, 680, 1159, 1127, 1000
3188, 719, 570, 1121, 1000
1019, 524, 2113, 977, 1000
360, 405, 497, 534, 1000
541, 408, 378, 1200, 1000
241, 964, 940, 1058, 1000
383, 511, 1576, 1221, 1000
64, 3969, 848, 542, 1000
487, 2600, 217, 367, 1000
2200, 870, 550, 834, 1000
1031, 1833, 654, 1097, 1000
253, 474, 1648, 329, 1000
4118, 845, 478, 1179, 1000
1380, 1542, 2240, 744, 1000
1233, 359, 735, 772, 1000
1577, 2370, 1509, 1132, 1000
202, 721, 1016, 571, 1000
739, 548, 247, 1215, 1000
251, 2523, 1024, 758, 1000
1130, 1352, 1213, 223, 1000
755, 507, 246, 1246, 1000
159, 475, 1157, 1063, 1000
11, 631, 629, 2428, 1000
639, 1058, 702, 871, 1000
381, 1478, 1002, 851, 1000
196, 975, 380, 784, 1000
1673, 1178, 1655, 597, 1000
1091, 1434, 1153, 910, 1000
376, 905, 986, 826, 1000
60, 951, 1223, 1158, 1000
1012, 489, 668, 612, 1000
250, 1801, 1181, 1098, 1000
205, 692, 1483, 1062, 1000
709, 713, 1118, 1204, 1000
242, 525, 801, 506, 1000
1221, 485, 565, 1595, 1000
75, 529, 1756, 1213, 1000
517, 2229, 775, 973, 1000
1426, 1557, 1789, 368, 1000
1409, 632, 1216, 1919, 1000
2243, 2196, 1906, 475, 1000
825, 1295, 1615, 582, 1000
883, 411, 801, 895, 1000
845, 614, 455, 1424, 1000
904, 1545, 1108, 856, 1000
2616, 1740, 1253, 1016, 1000
457, 1162, 1507, 1067, 1000
1694, 1099, 600, 1817, 1000
139, 1694, 1165, 1216, 1000
1175, 1692, 826, 1178, 1000
349, 353, 388, 786, 1000
36, 358, 885, 851, 1000
2664, 1096, 402, 481, 1000
417, 406, 1019, 746, 1000
58, 601, 889, 1374, 1000
916, 477, 1464, 865, 1000
404, 1940, 1502, 1723, 1000
544, 1101, 520, 1342, 1000
2176, 1316, 542, 1123, 1000
2563, 752, 877, 589, 1000
45, 613, 766, 1103, 1000
727, 1151, 213, 1173, 1000
523, 820, 1459, 1143, 1000
392, 153, 879, 665, 1000
516, 262, 566, 977, 1000
572, 2180, 607, 990, 1000
330, 2240, 607, 1165, 1000
5818, 1493, 1164, 1811, 1000
2686, 947, 233, 1875, 1000
2096, 1522, 1139, 1613, 1000
2178, 477, 1755, 1077, 1000
1393, 1138, 1336, 1160, 1000
1856, 2069, 1613, 537, 1000
440, 3261, 1648, 1021, 1000
1001, 563, 490, 1108, 1000
543, 1689, 563, 800, 1000
80, 1517, 1943, 469, 1000
188, 833, 1497, 262, 1000
213, 475, 1234, 1140, 1000
1125, 999, 733, 1551, 1000
1035, 614, 1689, 745, 1000
1900, 1166, 609, 2025, 1000
3936, 260, 455, 1220, 1000
1032, 564, 331, 1250, 1000
38, 706, 346, 1022, 1000
624, 1022, 1030, 1605, 1000
1438, 1097, 567, 1209, 1000
2505, 253, 240, 1477, 1000
600, 679, 604, 654, 1000
278, 2191, 1303, 965, 1000
1260, 133, 54, 524, 1000
941, 244, 964, 497, 1000
175, 2320, 1191, 1241, 1000
843, 1553, 1235, 1406, 1000
534, 623, 973, 271, 1000
1510, 5035, 1388, 1415, 1000
2257, 577, 729, 1059, 1000
1516, 1049, 239, 641, 1000
541, 300, 1362, 884, 1000
243, 1091, 970, 1543, 1000
2091, 1058, 1392, 515, 1000
791, 3250, 501, 932, 1000
119, 1193, 1648, 492, 1000
184, 1455, 304, 1721, 1000
1075, 957, 782, 1046, 1000
584, 477, 1304, 1420, 1000
792, 103, 616, 600, 1000
732, 1575, 850, 833, 1000
254, 386, 1784, 1245, 1000
728, 319, 1232, 727, 1000
2279, 1278, 1316, 1119, 1000
2721, 821, 663, 1079, 1000
1798, 1447, 574, 409, 1000
363, 1349, 623, 1053, 1000
1003, 1025, 1236, 451, 1000
1886, 3156, 579, 1046, 1000
33, 2716, 1653, 1648, 1000
1136, 601, 173, 1512, 1000
211, 736, 1373, 1201, 1000
411, 3332, 111, 945, 1000
542, 2366, 1199, 1932, 1000
868, 462, 1356, 935, 1000
932, 516, 267, 311, 1000
46, 494, 1264, 846, 1000
275, 767, 589, 440, 1000
182, 942, 1052, 764, 1000
1087, 1317, 971, 347, 1000
166, 1076, 1015, 934, 1000
1775, 687, 592, 1155, 1000
38, 333, 1301, 785, 1000
131, 583, 545, 1464, 1000
4195, 961, 1449, 996, 1000
633, 737, 742, 343, 1000
1460, 2182, 911, 733, 1000
13, 227, 282, 339, 1000
328, 1215, 494, 2408, 1000
377, 880, 1255, 623, 1000
882, 164, 785, 1081, 1000
583, 783, 378, 1456, 1000
3012, 552, 1354, 1013, 1000
2516, 89, 120, 683, 1000
1929, 761, 454, 1283, 1000
1078, 434, 2423, 798, 1000
167, 906, 645, 1170, 1000
3297, 774, 364, 1149, 1000
125, 351, 224, 1099, 1000
889, 355, 338, 828, 1000
550, 1023, 866, 1329, 1000
533, 1994, 706, 1152, 1000
1925, 1372, 945, 597, 1000
3041, 604, 860, 849, 1000
612, 1001, 1407, 981, 1000
397, 460, 1030, 875, 1000
6106, 1029, 1703, 498, 1000
1420, 2830, 1084, 1764, 1000
502, 1367, 751, 1028, 1000
2886, 860, 1319, 982, 1000
821, 726, 1689, 771, 1000
3839, 1557, 64, 1181, 1000
380, 1601, 1655, 1229, 1000
2055, 969, 1004, 1458, 1000
246, 660, 1609, 1043, 1000
710, 1489, 438, 1274, 1000
4612, 2779, 1730, 1099, 1000
1306, 808, 2559, 297, 1000
97, 922, 1157, 1027, 1000
1749, 289, 940, 499, 1000
446, 953, 444, 494, 1000
969, 527, 828, 1629, 1000
2312, 1182, 1260, 1575, 1000
551, 179, 771, 451, 1000
83, 2243, 1115, 1986, 1000
38, 1647, 1258, 1249, 1000
220, 1869, 448, 1236, 1000
940, 874, 1770, 258, 1000
399, 399, 2347, 1302, 1000
53, 1711, 1137, 136, 1000
527, 277, 1042, 1746, 1000
2, 782, 847, 531, 1000
1487, 464, 909, 1308, 1000
626, 2137, 535, 1683, 1000
176, 1576, 197, 1657, 1000
163, 1174, 947, 801, 1000
805, 1501, 1133, 468, 1000
309, 514, 1035, 416, 1000
3152, 825, 1427, 1237, 1000
73, 1496, 1440, 1286, 1000
1083, 1097, 668, 845, 1000
725, 759, 1185, 355, 1000
1284, 246, 1506, 1578, 1000
371, 341, 1877, 310, 1000
46, 1045, 948, 696, 1000
528, 3343, 426, 466, 1000
440, 833, 852, 1610, 1000
2995, 551, 1112, 739, 1000
87, 252, 1484, 864, 1000
275, 865, 1155, 262, 1000
434, 1371, 795, 1244, 1000
1033, 449, 827, 1353, 1000
1828, 251, 2816, 708, 1000
799, 1135, 1188, 1321, 1000
1141, 863, 820, 452, 1000
1135, 839, 773, 1065, 1000
1767, 224, 2013, 627, 1000
604, 1463, 1906, 723, 1000
1277, 910, 1099, 1275, 1000
445, 2046, 1032, 650, 1000
727, 356, 476, 1324, 1000
540, 2772, 1313, 1133, 1000
779, 1319, 542, 809, 1000
1264, 799, 1147, 427, 1000
788, 198, 640, 1018, 1000
551, 1003, 613, 703, 1000
71, 1612, 2118, 335, 1000
442, 1419, 720, 842, 1000
1023, 1394, 404, 1481, 1000
1730, 599, 815, 1008, 1000
3026, 2861, 394, 377, 1000
1078, 297, 1201, 628, 1000
1790, 312, 1497, 1538, 1000
1696, 163, 1653, 1518, 1000
2109, 659, 1093, 559, 1000
2861, 2671, 1575, 1187, 1000
334, 1004, 1079, 883, 1000
60, 167, 1348, 1610, 1000
263, 1336, 2151, 1431, 1000
501, 2004, 2579, 1050, 1000
1585, 3194, 2047, 708, 1000
266, 376, 641, 1376, 1000
1542, 649, 440, 933, 1000
3, 679, 696, 865, 1000
618, 958, 1144, 1158, 1000
765, 1069, 432, 601, 1000
654, 376, 313, 809, 1000
55, 1610, 400, 953, 1000
1294, 318, 1392, 925, 1000
546, 1347, 1326, 843, 1000
122, 367, 380, 732, 1000
394, 388, 380, 1191, 1000
1567, 823, 823, 1108, 1000
470, 3516, 407, 1274, 1000
903, 1015, 1707, 506, 1000
848, 600, 1032, 1733, 1000
916, 499, 1081, 974, 1000
12, 1461, 738, 603, 1000
839, 692, 2522, 738, 1000
515, 483, 1456, 829, 1000
5970, 880, 905, 1329, 1000
6070, 75, 1054, 612, 1000
1439, 645, 936, 737, 1000
219, 1347, 675, 983, 1000
451, 1071, 587, 1156, 1000
56, 514, 1011, 744, 1000
2926, 742, 274, 498, 1000
636, 801, 808, 861, 1000
458, 1624, 696, 1784, 1000
1351, 1565, 793, 422, 1000
2343, 1688, 1493, 1988, 1000
717, 117, 706, 534, 1000
391, 2677, 890, 1083, 1000
213, 299, 1595, 443, 1000
793, 602, 417, 413, 1000
1114, 1000, 1154, 586, 1000
43, 245, 450, 708, 1000
1088, 200, 1488, 514, 1000
981, 844, 1083, 806, 1000
2295, 442, 417, 1245, 1000
1630, 972, 820, 733, 1000
1079, 121, 1456, 265, 1000
404, 622, 1055, 1249, 1000
387, 2218, 1661, 930, 1000
5230, 493, 1477, 822, 1000
457, 903, 652, 1372, 1000
133, 1291, 862, 1099, 1000
1486, 1554, 706, 785, 1000
602, 1503, 1750, 1590, 1000
1915, 952, 120, 865, 1000
472, 527, 564, 1234, 1000
165, 1214, 863, 807, 1000
899, 509, 531, 814, 1000
444, 1341, 245, 1071, 1000
198, 1661, 1083, 391, 1000
108, 756, 2813, 952, 1000
1268, 1063, 2257, 1147, 1000
331, 2342, 176, 1161, 1000
1870, 1420, 1740, 1568, 1000
3253, 1152, 658, 2301, 1000
335, 186, 193, 1209, 1000
361, 235, 1866, 1209, 1000
253, 1482, 789, 1456, 1000
1660, 1666, 2774, 1073, 1000
272, 524, 2757, 433, 1000
1048, 594, 972, 715, 1000
22, 916, 1335, 1541, 1000
147, 1291, 1433, 724, 1000
585, 1484, 905, 1386, 1000
624, 1075, 499, 686, 1000
1220, 853, 116, 726, 1000
700, 583, 1050, 919, 1000
5547, 98, 1744, 768, 1000
517, 916, 434, 558, 1000
1059, 571, 2979, 898, 1000
61, 552, 1527, 1293, 1000
258, 1334, 974, 389, 1000
568, 1000, 908, 1219, 1000
393, 1127, 860, 1053, 1000
914, 781, 611, 883, 1000
192, 288, 1146, 697, 1000
1364, 49, 1418, 1824, 1000
1385, 19, 269, 737, 1000
2740, 945, 1012, 344, 1000
665, 2177, 738, 916, 1000
925, 3953, 984, 435, 1000
1565, 1183, 1186, 403, 1000
690, 1112, 793, 912, 1000
64, 322, 926, 1147, 1000
474, 1068, 1267, 1181, 1000
3090, 50, 586, 358, 1000
1405, 1321, 369, 796, 1000
5377, 3184, 1114, 1546, 1000
249, 1016, 911, 1240, 1000
1702, 1152, 2410, 617, 1000
2546, 1104, 436, 513, 1000
5, 1775, 606, 903, 1000
602, 410, 1535, 1041, 1000
131, 1317, 792, 1738, 1000
1144, 478, 1675, 879, 1000
1455, 799, 515, 1396, 1000
202, 2287, 1212, 1093, 1000
2338, 171, 443, 741, 1000
156, 1842, 1093, 1401, 1000
1085, 780, 1654, 388, 1000
414, 2766, 1207, 993, 1000
239, 1468, 690, 831, 1000
909, 2639, 747, 821, 1000
2771, 961, 1223, 1523, 1000
369, 240, 1737, 895, 1000
509, 1177, 624, 328, 1000
424, 1696, 213, 1301, 1000
608, 689, 971, 1036, 1000
1119, 763, 1174, 1261, 1000
780, 2069, 401, 910, 1000
268, 717, 626, 1018, 1000
196, 506, 565, 987, 1000
424, 372, 1323, 803, 1000
297, 629, 575, 1085, 1000
2141, 1471, 1624, 1264, 1000
1178, 647, 89, 852, 1000
27, 1422, 249, 594, 1000
983, 1667, 896, 1083, 1000
259, 2644, 351, 881, 1000
1215, 416, 1211, 1083, 1000
1846, 2695, 707, 1343, 1000
2082, 833, 1652, 615, 1000
87, 1870, 853, 1367, 1000
359, 738, 358, 989, 1000
654, 293, 1279, 980, 1000
450, 1864, 363, 1087, 1000
2912, 940, 1571, 1708, 1000
1042, 1477, 1947, 1584, 1000
704, 307, 1335, 1393, 1000
383, 1047, 1015, 804, 1000
4144, 1014, 1253, 1212, 1000
367, 1338, 447, 1082, 1000
120, 1348, 693, 1528, 1000
441, 500, 509, 208, 1000
472, 177, 1931, 789, 1000
355, 603, 486, 605, 1000
463, 1676, 444, 1682, 1000
38, 1023, 1069, 635, 1000
720, 294, 1423, 1042, 1000
785, 753, 530, 1114, 1000
403, 1552, 1175, 512, 1000
75, 526, 1747, 1290, 1000
1545, 1203, 1254, 1924, 1000
604, 1480, 725, 884, 1000
331, 803, 940, 1048, 1000
603, 409, 1771, 1947, 1000
864, 2392, 1088, 1868, 1000
1054, 337, 297, 2105, 1000
59, 285, 327, 1422, 1000
2188, 483, 459, 701, 1000
679, 1056, 1068, 743, 1000
1272, 396, 363, 1625, 1000
2767, 2223, 173, 535, 1000
1456, 997, 1271, 433, 1000
44, 234, 772, 285, 1000
130, 818, 2327, 586, 1000
497, 1189, 2427, 1609, 1000
1585, 966, 600, 1750, 1000
1423, 1409, 1468, 544, 1000
1809, 341, 418, 617, 1000
2130, 1656, 685, 635, 1000
2617, 451, 1557, 1589, 1000
364, 640, 469, 1090, 1000
159, 1499, 703, 185, 1000
130, 1929, 437, 395, 1000
601, 230, 1168, 485, 1000
1770, 771, 1320, 886, 1000
37, 962, 787, 594, 1000
1127, 398, 1071, 912, 1000
2633, 723, 798, 1081, 1000
432, 732, 1452, 1300, 1000
658, 730, 1223, 1091, 1000
69, 1078, 501, 830, 1000
115, 1130, 198, 959, 1000
308, 37, 141, 869, 1000
1292, 252, 682, 1885, 1000
2980, 649, 722, 937, 1000
407, 501, 1457, 1172, 1000
2107, 1001, 712, 646, 1000
195, 904, 1565, 1182, 1000
637, 803, 496, 614, 1000
630, 1408, 193, 636, 1000
785, 595, 827, 1069, 1000
145, 1932, 527, 554, 1000
2104, 1140, 1045, 1221, 1000
1130, 4481, 1523, 1197, 1000
654, 1407, 2390, 1386, 1000
3651, 1145, 1522, 1038, 1000
1301, 831, 719, 1169, 1000
465, 1175, 1546, 1447, 1000
3259, 1453, 1055, 2205, 1000
203, 2264, 327, 529, 1000
1014, 1063, 1301, 1602, 1000
1297, 620, 1312, 1423, 1000
105, 2321, 1155, 1518, 1000
2300, 280, 920, 1132, 1000
306, 443, 1420, 616, 1000
579, 295, 1786, 788, 1000
190, 1250, 362, 1132, 1000
51, 822, 528, 906, 1000
216, 1434, 1105, 868, 1000
426, 4840, 731, 1019, 1000
39, 1773, 1325, 855, 1000
178, 840, 265, 1182, 1000
186, 80, 1894, 460, 1000
339, 1036, 1791, 869, 1000
5526, 371, 556, 385, 1000
225, 638, 785, 780, 1000
406, 1016, 149, 720, 1000
313, 814, 1481, 806, 1000
276, 2018, 1089, 1245, 1000
480, 301, 209, 1229, 1000
1681, 896, 1282, 969, 1000
628, 1017, 586, 1482, 1000
976, 765, 1838, 1839, 1000
148, 752, 247, 861, 1000
1942, 1704, 1014, 1227, 1000
450, 2440, 549, 221, 1000
1638, 272, 906, 1609, 1000
2403, 686, 1077, 1825, 1000
358, 1084, 918, 1726, 1000
177, 836, 358, 657, 1000
152, 440, 1110, 1562, 1000
1292, 1649, 994, 1771, 1000
1843, 1782, 1067, 1480, 1000
328, 1122, 211, 2150, 1000
1074, 950, 89, 844, 1000
1417, 762, 982, 236, 1000
474, 986, 281, 345, 1000
553, 366, 373, 578, 1000
4598, 336, 373, 625, 1000
669, 851, 1928, 1754, 1000
394, 1293, 1595, 2042, 1000
320, 3571, 441, 852, 1000
561, 166, 997, 646, 1000
614, 2007, 2211, 838, 1000
25, 380, 745, 1022, 1000
245, 3092, 1206, 1483, 1000
4135, 515, 1208, 908, 1000
362, 830, 2162, 1302, 1000
1882, 417, 609, 404, 1000
451, 1585, 199, 1039, 1000
1088, 1140, 538, 1272, 1000
879, 3207, 986, 1367, 1000
1040, 800, 653, 793, 1000
82, 686, 1694, 1500, 1000
1801, 1358, 645, 961, 1000
92, 2204, 735, 699, 1000
130, 743, 503, 1497, 1000
696, 1773, 784, 1493, 1000
814, 265, 874, 1158, 1000
731, 310, 316, 312, 1000
2736, 2489, 496, 271, 1000
1087, 468, 558, 648, 1000
1570, 3362, 1037, 574, 1000
609, 625, 1338, 814, 1000
206, 1762, 1200, 1068, 1000
612, 1263, 1193, 380, 1000
1737, 223, 1627, 362, 1000
2124, 202, 595, 901, 1000
1587, 613, 301, 1629, 1000
3428, 865, 2450, 631, 1000
169, 1536, 1994, 1216, 1000
389, 803, 1117, 1210, 1000
1406, 1340, 980, 537, 1000
580, 2004, 571, 839, 1000
2444, 1547, 932, 1425, 1000
979, 964, 733, 346, 1000
731, 787, 1137, 1563, 1000
253, 1400, 798, 2506, 1000
467, 1307, 1151, 1291, 1000
4072, 982, 713, 1271, 1000
998, 551, 1616, 926, 1000
1887, 866, 310, 557, 1000
203, 252, 789, 1692, 1000
2848, 2045, 1063, 1199, 1000
149, 1984, 341, 340, 1000
1640, 2304, 744, 782, 1000
1552, 871, 1548, 594, 1000
549, 1406, 5545, 728, 1000
79, 1161, 1713, 1513, 1000
341, 1328, 1300, 879, 1000
1049, 1741, 1925, 750, 1000
115, 1513, 94, 756, 1000
285, 933, 274, 1086, 1000
694, 844, 425, 1495, 1000
612, 685, 2203, 759, 1000
2137, 207, 1565, 978, 1000
1314, 1353, 609, 480, 1000
705, 852, 671, 1281, 1000
831, 543, 1483, 404, 1000
117, 606, 291, 1454, 1000
201, 616, 1388, 671, 1000
189, 1365, 347, 781, 1000
756, 16, 1067, 1316, 1000
132, 927, 1170, 929, 1000
383, 669, 226, 1604, 1000
139, 647, 682, 534, 1000
93, 1885, 325, 604, 1000
1787, 724, 2000, 1397, 1000
888, 930, 592, 1378, 1000
533, 1497, 597, 1507, 1000
186, 1874, 205, 1541, 1000
195, 461, 1474, 1151, 1000
548, 758, 373, 1101, 1000
134, 538, 772, 1279, 1000
1935, 785, 548, 446, 1000
340, 902, 890, 1089, 1000
219, 100, 234, 1122, 1000
1459, 105, 1222, 1463, 1000
981, 469, 816, 1078, 1000
1116, 617, 2068, 1028, 1000
298, 641, 387, 1448, 1000
305, 2212, 579, 676, 1000
329, 992, 860, 1294, 1000
759, 2524, 461, 1535, 1000
127, 1142, 753, 426, 1000
755, 977, 556, 706, 1000
308, 1243, 516, 1154, 1000
379, 477, 94, 471, 1000
772, 2866, 611, 1619, 1000
632, 134, 288, 1057, 1000
40, 454, 1233, 956, 1000
1100, 1702, 687, 739, 1000
1465, 1475, 603, 1309, 1000
995, 474, 1387, 1624, 1000
4470, 1907, 765, 1274, 1000
107, 1118, 490, 947, 1000
962, 2131, 237, 1192, 1000
12, 2473, 1382, 275, 1000
688, 314, 1228, 1554, 1000
1335, 730, 883, 979, 1000
749, 1297, 240, 2346, 1000
108, 640, 910, 623, 1000
1613, 431, 2356, 1846, 1000
5417, 1043, 2477, 794, 1000
425, 334, 1607, 526, 1000
1696, 833, 321, 1104, 1000
498, 216, 660, 1979, 1000
2403, 169, 1068, 682, 1000
1722, 1150, 533, 755, 1000
3679, 1062, 824, 1095, 1000
1525, 330, 2002, 1066, 1000
2320, 806, 470, 855, 1000
377, 566, 3381, 121, 1000
4723, 244, 1832, 333, 1000
1303, 2853, 985, 850, 1000
614, 954, 391, 431, 1000
